Subject,Catalog,Section,Component,Session,MinUnits,Units,TotEnrl,CapEnrl,Instructor,Capacity,Room,Mtg Start,Mtg End,Days,Start Date,End Date,Term,Campus,Class Nbr,Total Credits,DUP,FULL,OVER
AIR, 154,01HL,LAB,1,0,0,14,20,"Scott,Terrence D",28,313,9:00:00 AM,10:40:00 AM,W,1/9/2023,5/6/2023,2232,MAIN,24301,0,,,
AIR, 154,DR01,DED,1,3,3,14,20,"Scott,Terrence D",30,TUAL,9:00:00 AM,10:40:00 AM,M,1/9/2023,5/6/2023,2232,MAIN,24016,42,,,
AIR, 155,50HL,LAB,1,0,0,7,20,"Mims,Craig A",28,313,7:00:00 PM,8:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,30481,0,,,
AIR, 155,DR50,DED,1,3,3,7,20,"Mims,Craig A",30,TUAL,5:00:00 PM,6:50:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,30480,21,,,
AIR, 158,DR01,DED,1,2,2,9,20,"Mims,Craig A",30,TUAL,11:00:00 AM,12:40:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,24088,18,,,
AIR, 181,20HL,LAB,1,0,0,12,20,"Scott,Terrence D",28,313,11:00:00 AM,1:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,30479,0,,,
AIR, 181,DR20,DED,1,2,2,12,20,"Scott,Terrence D",30,TUAL,11:00:00 AM,11:50:00 AM,T,1/9/2023,5/6/2023,2232,MAIN,24609,24,,,
AIR, 235,20HL,LAB,1,0,0,9,20,"Scott,Terrence D",28,313,9:00:00 AM,10:40:00 AM,R,1/9/2023,5/6/2023,2232,MAIN,24303,0,,,
AIR, 235,DR20,DED,1,3,3,9,20,"Scott,Terrence D",30,TUAL,9:00:00 AM,10:40:00 AM,T,1/9/2023,5/6/2023,2232,MAIN,23776,27,,,
AIR, 297,DR01,COP,8W1,3,3,2,20,"Mims,Craig A",30,TUAL,4:00:00 AM,5:50:00 AM,MTW,1/9/2023,3/4/2023,2232,MAIN,23943,6,,,
AIR, 297,DR02,COP,8W2,3,3,2,20,"Mims,Craig A",30,TUAL,4:00:00 AM,5:50:00 AM,MTW,3/13/2023,5/6/2023,2232,MAIN,24063,6,,,
ARC, 133,D01,DED,1,3,3,5,25,"Kennedy,James L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24557,15,,,
AUT, 101,20H,LEC,1,3,3,8,24,"Staff,Tba",24,504,1:00:00 PM,3:00:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,40703,24,,,
AUT, 125,01H,LEC,1,3,3,7,24,"Burge,Mark D",24,504,8:00:00 AM,10:30:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,24097,21,,,
AUT, 236,20H,LEC,1,4,4,11,24,"Burge,Mark D",24,504,8:00:00 AM,11:00:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,25542,44,,,
AUT, 245,40H,LEC,1,4,4,10,24,"Staff,Tba",24,504,6:00:00 PM,9:00:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23899,40,,,
AUT, 251,01H,LEC,1,4,4,8,24,"Burge,Mark D",24,504,1:00:00 PM,4:00:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,24098,32,,,
AUT, 267,50H,LEC,1,4,4,6,24,"Henson,Johnny Tyler",24,504,6:00:00 PM,9:00:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23703,24,,,
BIO, 100,D01,DED,1,3,3,12,24,"Ouellette,Donald Edward",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24242,36,,,
BIO, 101,01H,LEC,1,4,4,34,36,"Mead,Jaime Ann",48,421,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,23551,136,,,
BIO, 101,01HL,LAB,1,0,0,12,24,"Jeffery,Carol Janette",24,435,8:00:00 AM,10:50:00 AM,M,1/9/2023,5/6/2023,2232,MAIN,23556,0,,,
BIO, 101,01W,LEC,1,4,4,38,40,"Houle,Melanie Sue",40,327,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,HT,23694,152,,,
BIO, 101,01WL,LAB,1,0,0,22,24,"Houle,Melanie Sue",32,329,11:00:00 AM,1:50:00 PM,M,1/9/2023,5/6/2023,2232,HT,24245,0,,,
BIO, 101,02H,LEC,1,4,4,30,36,"Jeffery,Carol Janette",48,421,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23552,120,,,
BIO, 101,02HL,LAB,1,0,0,24,24,"Evans,Ann S",24,435,2:00:00 PM,4:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23554,0,,FULL,
BIO, 101,02WL,LAB,1,0,0,14,24,"Houle,Melanie Sue",32,329,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,HT,23697,0,,,
BIO, 101,03HL,LAB,1,0,0,24,24,"Martin,Jennifer M",24,435,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23616,0,,FULL,
BIO, 101,20H,LEC,1,4,4,35,36,"Song,Pengfei",44,426,11:00:00 AM,12:15:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23553,140,,,
BIO, 101,20HL,LAB,1,0,0,16,24,"Houle,Melanie Sue",24,435,8:00:00 AM,10:50:00 AM,T,1/9/2023,5/6/2023,2232,MAIN,25543,0,,,
BIO, 101,21H,LEC,1,4,4,22,32,"Martin,Jennifer M",48,421,12:30:00 PM,1:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23608,88,,,
BIO, 101,21HL,LAB,1,0,0,18,24,"Mead,Jaime Ann",24,435,8:00:00 AM,10:50:00 AM,R,1/9/2023,5/6/2023,2232,MAIN,23664,0,,,
BIO, 101,22HL,LAB,1,0,0,19,24,"Staff,Tba",24,435,2:00:00 PM,4:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,24091,0,,,
BIO, 101,30H,LEC,1,4,4,5,24,"Song,Pengfei",44,426,11:00:00 AM,1:50:00 PM,F,1/9/2023,5/6/2023,2232,MAIN,23618,20,,,
BIO, 101,30HL,LAB,1,0,0,16,24,"Staff,Tba",24,435,8:00:00 AM,10:50:00 AM,F,1/9/2023,5/6/2023,2232,MAIN,23555,0,,,
BIO, 101,30W,LEC,1,4,4,0,0,"Staff,Tba",40,328,8:00:00 AM,10:50:00 AM,F,1/9/2023,5/6/2023,2232,HT,23695,0,,FULL,
BIO, 101,30WL,LAB,1,0,0,0,0,"Staff,Tba",32,329,11:00:00 AM,1:50:00 PM,F,1/9/2023,5/6/2023,2232,HT,23696,0,,FULL,
BIO, 101,40W,LEC,1,4,4,14,24,"Jeffery,Carol Janette",24,326,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,HT,23677,56,,,
BIO, 101,40WL,LAB,1,0,0,13,24,"Jeffery,Carol Janette",32,329,7:00:00 PM,9:40:00 PM,W,1/9/2023,5/6/2023,2232,HT,23678,0,,,
BIO, 101,D01,DED,1,4,4,30,30,"Martin,Jennifer M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23706,120,,FULL,
BIO, 101,D01L,LAB,1,4,0,30,30,"Martin,Jennifer M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23707,0,,FULL,
BIO, 101,D02,DED,1,4,4,30,30,"Martin,Jennifer M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24246,120,,FULL,
BIO, 101,D02L,LAB,1,4,0,30,30,"Martin,Jennifer M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24247,0,,FULL,
BIO, 101,D03,DED,1,4,4,19,30,"Martin,Jennifer M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23853,76,,,
BIO, 101,D03L,LAB,1,4,0,19,30,"Alexander,Maryse Yvette",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23854,0,,,
BIO, 101,D04,DED,8W1,4,4,24,26,"Song,Pengfei",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23855,96,,,
BIO, 101,D04L,LAB,8W1,4,0,24,26,"Song,Pengfei",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23856,0,,,
BIO, 101,D05,DED,8W2,4,4,0,26,"Mead,Jaime Ann",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24551,0,,,
BIO, 101,D05L,LAB,8W2,4,0,0,26,"Mead,Jaime Ann",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24552,0,,,
BIO, 101,D06,DED,12W,4,4,0,0,"Alexander,Maryse Yvette",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24613,0,,FULL,
BIO, 101,D06L,LAB,12W,4,0,0,0,"Alexander,Maryse Yvette",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24614,0,,FULL,
BIO, 102,01H,LEC,1,4,4,24,32,"Hardage,Adrianna Ferraioli",44,426,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23557,96,,,
BIO, 102,01HL,LAB,1,0,0,24,24,"Mead,Jaime Ann",24,434,2:00:00 PM,4:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23558,0,,FULL,
BIO, 102,20W,LEC,1,4,4,19,24,"Staff,Tba",40,327,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,HT,25544,76,,,
BIO, 102,20WL,LAB,1,0,0,19,24,"Staff,Tba",32,329,11:00:00 AM,1:50:00 PM,T,1/9/2023,5/6/2023,2232,HT,25545,0,,,
BIO, 102,50H,LEC,1,4,4,3,24,"Artis,Candice Rayon",44,426,5:30:00 PM,6:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23559,12,,,
BIO, 102,50HL,LAB,1,0,0,3,24,"Artis,Candice Rayon",24,434,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23560,0,,,
BIO, 102,D01,DED,1,4,4,22,26,"Evans,Ann S",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23632,88,,,
BIO, 102,D01L,LAB,1,4,0,22,26,"Evans,Ann S",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23561,0,,,
BIO, 102,D02,DED,1,4,4,11,26,"Evans,Ann S",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24177,44,,,
BIO, 102,D02L,LAB,1,4,0,11,26,"Evans,Ann S",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24092,0,,,
BIO, 102,D03,DED,8W2,4,4,0,0,"Artis,Candice Rayon",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,23861,0,,FULL,
BIO, 102,D03L,LAB,8W2,4,0,0,0,"Artis,Candice Rayon",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,23862,0,,FULL,
BIO, 141,01H,LEC,1,4,4,32,36,"Zahn,Kimberly Demnicki",44,426,8:00:00 AM,9:15:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,23592,128,,,
BIO, 141,01HL,LAB,1,0,0,16,24,"Zahn,Martin D",24,405,11:00:00 AM,1:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23597,0,,,
BIO, 141,02HL,LAB,1,0,0,21,24,"Zahn,Martin D",24,405,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23593,0,,,
BIO, 141,20H,LEC,1,4,4,15,36,"Zahn,Martin D",48,421,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,24198,60,,,
BIO, 141,20HL,LAB,1,0,0,24,24,"Zahn,Kimberly Demnicki",24,405,8:00:00 AM,10:50:00 AM,T,1/9/2023,5/6/2023,2232,MAIN,23595,0,,FULL,
BIO, 141,20W,LEC,1,4,4,19,40,"Marcinkus,Susan Rita",40,327,11:00:00 AM,12:15:00 PM,TR,1/9/2023,5/6/2023,2232,HT,23729,76,,,
BIO, 141,20WL,LAB,1,0,0,20,24,"Abrahams,Shaheem",24,333,8:00:00 AM,10:50:00 AM,T,1/9/2023,5/6/2023,2232,HT,23673,0,,,
BIO, 141,21H,LEC,1,4,4,32,36,"Zahn,Kimberly Demnicki",48,421,11:00:00 AM,12:15:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23594,128,,,
BIO, 141,21HL,LAB,1,0,0,17,24,"Staff,Tba",24,405,2:00:00 PM,4:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23619,0,,,
BIO, 141,21WL,LAB,1,0,0,0,0,"Staff,Tba",24,333,8:00:00 AM,10:50:00 AM,R,1/9/2023,5/6/2023,2232,HT,23728,0,,FULL,
BIO, 141,30H,LEC,1,4,4,14,36,"Staff,Tba",48,421,11:00:00 AM,1:50:00 PM,F,1/9/2023,5/6/2023,2232,MAIN,23780,56,,,
BIO, 141,30HL,LAB,1,0,0,14,24,"Staff,Tba",24,405,8:00:00 AM,10:50:00 AM,F,1/9/2023,5/6/2023,2232,MAIN,23598,0,,,
BIO, 141,40W,LEC,1,4,4,14,24,"Marcinkus,Susan Rita",40,328,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,HT,23672,56,,,
BIO, 141,40WL,LAB,1,0,0,14,24,"Marcinkus,Susan Rita",24,333,7:00:00 PM,9:40:00 PM,W,1/9/2023,5/6/2023,2232,HT,23600,0,,,
BIO, 141,50H,LEC,1,4,4,20,40,"Guinn,Barbara B",48,421,5:30:00 PM,6:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23599,80,,,
BIO, 141,50HL,LAB,1,0,0,20,24,"Guinn,Barbara B",24,405,7:00:00 PM,9:40:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,23628,0,,,
BIO, 141,51HL,LAB,1,0,0,0,0,"Staff,Tba",24,405,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,25547,0,,FULL,
BIO, 141,D01,DED,1,4,4,25,26,"Zahn,Kimberly Demnicki",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23751,100,,,
BIO, 141,D01L,LAB,1,4,0,25,26,"Zahn,Kimberly Demnicki",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23752,0,,,
BIO, 141,D02,DED,1,4,4,25,26,"Spencer,Jacqueline Leigh",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23864,100,,,
BIO, 141,D02L,LAB,1,4,0,25,26,"Spencer,Jacqueline Leigh",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23865,0,,,
BIO, 141,D03,DED,8W1,4,4,24,26,"Abrahams,Shaheem",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23872,96,,,
BIO, 141,D03L,LAB,8W1,4,0,24,26,"Abrahams,Shaheem",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23873,0,,,
BIO, 141,D04,DED,8W1,4,4,22,26,"Guinn,Barbara B",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23601,88,,,
BIO, 141,D04L,LAB,8W1,4,0,22,26,"Guinn,Barbara B",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24212,0,,,
BIO, 141,D05,DED,8W2,4,4,21,26,"Houle,Melanie Sue",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24149,84,,,
BIO, 141,D05L,LAB,8W2,4,0,21,26,"Houle,Melanie Sue",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24250,0,,,
BIO, 141,D06,DED,12W,4,4,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24527,0,,FULL,
BIO, 141,D06L,LAB,12W,4,0,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24528,0,,FULL,
BIO, 141,D07,DED,12W,4,4,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24611,0,,FULL,
BIO, 141,D07L,LAB,12W,4,0,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24612,0,,FULL,
BIO, 142,01H,LEC,1,4,4,35,36,"Zahn,Kimberly Demnicki",44,426,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,23562,140,,,
BIO, 142,01HL,LAB,1,0,0,15,24,"Zahn,Kimberly Demnicki",24,401,11:00:00 AM,1:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23620,0,,,
BIO, 142,01W,LEC,1,4,4,20,40,"Abrahams,Shaheem",40,327,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,HT,23610,80,,,
BIO, 142,01WL,LAB,1,0,0,20,24,"Abrahams,Shaheem",24,333,8:00:00 AM,10:50:00 AM,M,1/9/2023,5/6/2023,2232,HT,23611,0,,,
BIO, 142,02HL,LAB,1,0,0,21,24,"Zahn,Kimberly Demnicki",24,401,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23822,0,,,
BIO, 142,02WL,LAB,1,0,0,0,0,"Staff,Tba",24,333,8:00:00 AM,10:50:00 AM,W,1/9/2023,5/6/2023,2232,HT,30008,0,,FULL,
BIO, 142,20H,LEC,1,4,4,6,31,"Ouellette,Donald Edward",31,423,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,30009,24,,,
BIO, 142,20HL,LAB,1,0,0,9,24,"Ouellette,Donald Edward",24,401,8:00:00 AM,10:50:00 AM,T,1/9/2023,5/6/2023,2232,MAIN,30010,0,,,
BIO, 142,40H,LEC,1,4,4,11,26,"Diggs,Leslie David",44,426,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23602,44,,,
BIO, 142,40HL,LAB,1,0,0,7,24,"Diggs,Leslie David",24,405,7:00:00 PM,9:40:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23603,0,,,
BIO, 142,D01,DED,1,4,4,25,26,"Tuckey,Lisa M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23754,100,,,
BIO, 142,D01L,LAB,1,4,0,25,26,"Tuckey,Lisa M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23757,0,,,
BIO, 142,D02,DED,1,4,4,25,26,"Tuckey,Lisa M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23755,100,,,
BIO, 142,D02L,LAB,1,4,0,25,26,"Tuckey,Lisa M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23756,0,,,
BIO, 142,D03,DED,8W1,4,4,11,26,"Marcinkus,Susan Rita",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23875,44,,,
BIO, 142,D03L,LAB,8W1,4,0,11,26,"Marcinkus,Susan Rita",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23877,0,,,
BIO, 142,D04,DED,8W2,4,4,13,26,"Abrahams,Shaheem",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,23959,52,,,
BIO, 142,D04L,LAB,8W2,4,0,13,26,"Abrahams,Shaheem",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24093,0,,,
BIO, 142,D05,DED,12W,4,4,0,0,"Hasan,Maimoona",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24251,0,,FULL,
BIO, 142,D05L,LAB,12W,4,0,0,0,"Hasan,Maimoona",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24252,0,,FULL,
BIO, 145,D01,DED,1,4,4,4,26,"Zahn,Martin D",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24048,16,,,
BIO, 145,D01L,LAB,1,4,0,4,26,"Zahn,Martin D",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24049,0,,,
BIO, 150,20H,LEC,1,4,4,9,36,"Song,Pengfei",44,426,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,23546,36,,,
BIO, 150,20HL,LAB,1,0,0,12,24,"Hardage,Adrianna Ferraioli",24,401,11:00:00 AM,1:50:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,23547,0,,,
BIO, 150,21HL,LAB,1,0,0,4,24,"Mead,Jaime Ann",24,401,11:00:00 AM,1:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,30012,0,,,
BIO, 150,40W,LEC,1,4,4,2,24,"Staff,Tba",40,327,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,HT,38285,8,,,
BIO, 150,40WL,LAB,1,0,0,2,24,"Staff,Tba",24,330,7:00:00 PM,9:40:00 PM,W,1/9/2023,5/6/2023,2232,HT,38286,0,,,
BIO, 150,50H,LEC,1,4,4,19,24,"Hardage,Adrianna Ferraioli",31,423,5:30:00 PM,6:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23548,76,,,
BIO, 150,50HL,LAB,1,0,0,12,24,"Hardage,Adrianna Ferraioli",24,401,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23596,0,,,
BIO, 150,D01,DED,1,4,4,21,26,"Hardage,Adrianna Ferraioli",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23646,84,,,
BIO, 150,D01L,LAB,1,4,0,21,26,"Hardage,Adrianna Ferraioli",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23612,0,,,
BIO, 150,D02,DED,1,4,4,22,26,"Song,Pengfei",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23938,88,,,
BIO, 150,D02L,LAB,1,4,0,22,26,"Song,Pengfei",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23939,0,,,
BIO, 150,D03,DED,8W2,4,4,0,0,"Keyes Jones,Lisa Lanee",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24194,0,,FULL,
BIO, 150,D03L,LAB,8W2,4,0,0,0,"Keyes Jones,Lisa Lanee",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24195,0,,FULL,
BIO, 150,D04,DED,12W,4,4,12,26,"Keyes Jones,Lisa Lanee",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24253,48,,,
BIO, 150,D04L,LAB,12W,4,0,12,26,"Keyes Jones,Lisa Lanee",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24254,0,,,
CAD, 120,D01,DED,1,2,2,0,12,"Aksoy,Vedat",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,40286,0,,,
CAD, 128,D01,DED,1,4,4,9,25,"Middleton,Maury Eugene",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24180,36,,,
CAD, 132,D01,DED,1,3,3,5,22,"Middleton,Maury Eugene",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24306,15,,,
CAD, 132,DC90,DED,1,3,3,2,2,"Middleton,Maury Eugene",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,54605,6,,FULL,
CAD, 151,B50H,LEC,1,3,3,17,25,"Jones,Anthony V",24,317,7:00:00 PM,9:40:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,24214,51,,,
CAD, 152,DR40,DED,1,3,3,13,25,"Kennedy,James L",30,TUAL,6:00:00 PM,8:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,24181,39,,,
CAD, 155,D01,DED,1,3,3,2,25,"Jones,Anthony V",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24554,6,,,
CAD, 202,D01,DED,1,4,4,3,25,"Kennedy,James L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24191,12,,,
CAD, 211,D01,DED,1,3,3,9,21,"Middleton,Maury Eugene",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24308,27,,,
CAD, 211,DC90,DED,1,3,3,3,4,"Middleton,Maury Eugene",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,52420,9,,,
CAD, 226,20HL,LAB,DYN,3,0,0,16,"Morris Jr.,Edward W",16,1116,10:30:00 AM,12:30:00 PM,R,1/2/2023,5/5/2023,2232,MAIN,40185,0,,,
CAD, 226,DR20,DED,DYN,3,3,0,16,"Morris Jr.,Edward W",30,TUAL,7:40:00 AM,9:40:00 AM,T,1/2/2023,5/5/2023,2232,MAIN,40183,0,,,
CAD, 226,X01H,LEC,DYN,3,3,0,16,"Morris Jr.,Edward W",16,1116,7:40:00 AM,9:40:00 AM,T,1/2/2023,5/5/2023,2232,MAIN,24389,0,,,
CAD, 226,X01L,LAB,DYN,3,0,0,16,"Morris Jr.,Edward W",16,1116,7:40:00 AM,9:40:00 AM,R,1/2/2023,5/5/2023,2232,MAIN,24390,0,,,
CAD, 235,30HL,LAB,1,3,0,0,24,"Aksoy,Vedat",24,317,2:30:00 PM,5:20:00 PM,F,1/9/2023,5/6/2023,2232,MAIN,24305,0,,,
CAD, 235,D01,DED,1,3,3,0,24,"Aksoy,Vedat",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24182,0,,,
CAD, 235,DX01,DED,DYN,3,3,0,16,"Morris Jr.,Edward W",30,TUAL,,,,1/2/2023,5/5/2023,2232,MAIN,24391,0,,,
CAD, 235,X01L,LAB,DYN,3,0,0,16,"Morris Jr.,Edward W",24,317,7:40:00 AM,9:50:00 AM,F,1/2/2023,5/5/2023,2232,MAIN,24392,0,,,
CAD, 241,D01,DED,1,4,4,4,25,"Morris Jr.,Edward W",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24309,16,,,
CAD, 247,B50H,LEC,1,3,3,0,24,"Jones,Anthony V",24,317,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,40295,0,,,
CAD, 280,B30H,LEC,1,3,3,4,24,"Aksoy,Vedat",24,317,1:00:00 PM,2:15:00 PM,F,1/9/2023,5/6/2023,2232,MAIN,23760,12,,,
CHM, 101,01H,LEC,1,4,4,19,24,"Olagunju,Olufunke Modupe",30,431,12:30:00 PM,1:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23563,76,,,
CHM, 101,01HL,LAB,1,0,0,16,24,"Mahfouz,Riham M",24,436,2:00:00 PM,4:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23720,0,,,
CHM, 101,20H,LEC,1,4,4,5,24,"Haque,Dilrowshan Hafiza Akhtar",30,431,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,30031,20,,,
CHM, 101,20HL,LAB,1,0,0,8,24,"Haque,Dilrowshan Hafiza Akhtar",24,436,11:00:00 AM,1:50:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,30032,0,,,
CHM, 101,20W,LEC,1,4,4,15,24,"Crowley,Pamela K",24,203,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,HT,30033,60,,,
CHM, 101,20WL,LAB,1,0,0,16,24,"Crowley,Pamela K",24,332,11:00:00 AM,1:50:00 PM,R,1/9/2023,5/6/2023,2232,HT,30034,0,,,
CHM, 101,40H,LEC,1,4,4,1,24,"Ricks,Jonathan Thomas",30,431,5:30:00 PM,6:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23922,4,,,
CHM, 101,40HL,LAB,1,0,0,0,24,"Ricks,Jonathan Thomas",24,436,7:00:00 PM,9:40:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23923,0,,,
CHM, 101,D01,DED,1,4,4,24,24,"Olagunju,Olufunke Modupe",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23758,96,,FULL,
CHM, 101,D01L,LAB,1,4,0,24,24,"Braxton,Renarda L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23759,0,,FULL,
